State_county,Sex,Count,Row_Percent,Cumulative_Row_Percent
GA: Hall County (13139),Male,0,,
GA: Hall County (13139),Female,0,,
GA: Hall County (13139),Total,0,,
GA: Hancock County (13141),Male,0,,
GA: Hancock County (13141),Female,0,,
GA: Hancock County (13141),Total,0,,
GA: Haralson County (13143),Male,0,,
GA: Haralson County (13143),Female,0,,
GA: Haralson County (13143),Total,0,,
GA: Harris County (13145),Male,0,,
GA: Harris County (13145),Female,0,,
GA: Harris County (13145),Total,0,,
GA: Hart County (13147),Male,0,,
GA: Hart County (13147),Female,0,,
GA: Hart County (13147),Total,0,,
GA: Heard County (13149),Male,0,,
GA: Heard County (13149),Female,0,,
GA: Heard County (13149),Total,0,,
GA: Henry County (13151),Male,0,,
GA: Henry County (13151),Female,0,,
GA: Henry County (13151),Total,0,,
GA: Houston County (13153),Male,0,,
GA: Houston County (13153),Female,0,,
GA: Houston County (13153),Total,0,,
GA: Irwin County (13155),Male,0,,
GA: Irwin County (13155),Female,0,,
GA: Irwin County (13155),Total,0,,
GA: Jackson County (13157),Male,0,,
GA: Jackson County (13157),Female,0,,
GA: Jackson County (13157),Total,0,,
GA: Jasper County (13159),Male,0,,
GA: Jasper County (13159),Female,0,,
GA: Jasper County (13159),Total,0,,
GA: Jeff Davis County (13161),Male,0,,
GA: Jeff Davis County (13161),Female,0,,
GA: Jeff Davis County (13161),Total,0,,
GA: Jefferson County (13163),Male,0,,
GA: Jefferson County (13163),Female,0,,
GA: Jefferson County (13163),Total,0,,
GA: Jenkins County (13165),Male,0,,
GA: Jenkins County (13165),Female,0,,
GA: Jenkins County (13165),Total,0,,
GA: Johnson County (13167),Male,0,,
GA: Johnson County (13167),Female,0,,
GA: Johnson County (13167),Total,0,,
GA: Jones County (13169),Male,0,,
GA: Jones County (13169),Female,0,,
GA: Jones County (13169),Total,0,,
GA: Lamar County (13171),Male,0,,
GA: Lamar County (13171),Female,0,,
GA: Lamar County (13171),Total,0,,
GA: Lanier County (13173),Male,0,,
GA: Lanier County (13173),Female,0,,
GA: Lanier County (13173),Total,0,,
GA: Laurens County (13175),Male,0,,
GA: Laurens County (13175),Female,0,,
GA: Laurens County (13175),Total,0,,
GA: Lee County (13177),Male,0,,
GA: Lee County (13177),Female,0,,
GA: Lee County (13177),Total,0,,
GA: Liberty County (13179),Male,0,,
GA: Liberty County (13179),Female,0,,
GA: Liberty County (13179),Total,0,,
GA: Lincoln County (13181),Male,0,,
GA: Lincoln County (13181),Female,0,,
GA: Lincoln County (13181),Total,0,,
GA: Long County (13183),Male,0,,
GA: Long County (13183),Female,0,,
GA: Long County (13183),Total,0,,
GA: Lowndes County (13185),Male,0,,
GA: Lowndes County (13185),Female,0,,
GA: Lowndes County (13185),Total,0,,
GA: Lumpkin County (13187),Male,0,,
GA: Lumpkin County (13187),Female,0,,
GA: Lumpkin County (13187),Total,0,,
GA: McDuffie County (13189),Male,0,,
GA: McDuffie County (13189),Female,0,,
GA: McDuffie County (13189),Total,0,,
GA: McIntosh County (13191),Male,0,,
GA: McIntosh County (13191),Female,0,,
GA: McIntosh County (13191),Total,0,,
GA: Macon County (13193),Male,0,,
GA: Macon County (13193),Female,0,,
GA: Macon County (13193),Total,0,,
GA: Madison County (13195),Male,0,,
GA: Madison County (13195),Female,0,,
GA: Madison County (13195),Total,0,,
GA: Marion County (13197),Male,0,,
GA: Marion County (13197),Female,0,,
GA: Marion County (13197),Total,0,,
GA: Meriwether County (13199),Male,0,,
GA: Meriwether County (13199),Female,0,,
GA: Meriwether County (13199),Total,0,,
GA: Miller County (13201),Male,0,,
GA: Miller County (13201),Female,0,,
GA: Miller County (13201),Total,0,,
GA: Mitchell County (13205),Male,0,,
GA: Mitchell County (13205),Female,0,,
GA: Mitchell County (13205),Total,0,,
GA: Monroe County (13207),Male,0,,
GA: Monroe County (13207),Female,0,,
GA: Monroe County (13207),Total,0,,
GA: Montgomery County (13209),Male,0,,
GA: Montgomery County (13209),Female,0,,
GA: Montgomery County (13209),Total,0,,
GA: Morgan County (13211),Male,0,,
GA: Morgan County (13211),Female,0,,
GA: Morgan County (13211),Total,0,,
GA: Murray County (13213),Male,0,,
GA: Murray County (13213),Female,0,,
GA: Murray County (13213),Total,0,,
GA: Muscogee County (13215),Male,0,,
GA: Muscogee County (13215),Female,0,,
GA: Muscogee County (13215),Total,0,,
GA: Newton County (13217),Male,0,,
GA: Newton County (13217),Female,0,,
GA: Newton County (13217),Total,0,,
GA: Oconee County (13219),Male,0,,
GA: Oconee County (13219),Female,0,,
GA: Oconee County (13219),Total,0,,
GA: Oglethorpe County (13221),Male,0,,
GA: Oglethorpe County (13221),Female,0,,
GA: Oglethorpe County (13221),Total,0,,
GA: Paulding County (13223),Male,0,,
GA: Paulding County (13223),Female,0,,
GA: Paulding County (13223),Total,0,,
GA: Peach County (13225),Male,0,,
GA: Peach County (13225),Female,0,,
GA: Peach County (13225),Total,0,,
GA: Pickens County (13227),Male,0,,
GA: Pickens County (13227),Female,0,,
GA: Pickens County (13227),Total,0,,
GA: Pierce County (13229),Male,0,,
GA: Pierce County (13229),Female,0,,
GA: Pierce County (13229),Total,0,,
GA: Pike County (13231),Male,0,,
GA: Pike County (13231),Female,0,,
GA: Pike County (13231),Total,0,,
GA: Polk County (13233),Male,0,,
GA: Polk County (13233),Female,0,,
GA: Polk County (13233),Total,0,,
GA: Pulaski County (13235),Male,0,,
GA: Pulaski County (13235),Female,0,,
GA: Pulaski County (13235),Total,0,,
GA: Putnam County (13237),Male,0,,
GA: Putnam County (13237),Female,0,,
GA: Putnam County (13237),Total,0,,
GA: Quitman County (13239),Male,0,,
GA: Quitman County (13239),Female,0,,
GA: Quitman County (13239),Total,0,,
GA: Rabun County (13241),Male,0,,
GA: Rabun County (13241),Female,0,,
GA: Rabun County (13241),Total,0,,
GA: Randolph County (13243),Male,0,,
GA: Randolph County (13243),Female,0,,
GA: Randolph County (13243),Total,0,,
GA: Richmond County (13245),Male,0,,
GA: Richmond County (13245),Female,0,,
GA: Richmond County (13245),Total,0,,
GA: Rockdale County (13247),Male,0,,
GA: Rockdale County (13247),Female,0,,
GA: Rockdale County (13247),Total,0,,
GA: Schley County (13249),Male,0,,
GA: Schley County (13249),Female,0,,
GA: Schley County (13249),Total,0,,
GA: Screven County (13251),Male,0,,
GA: Screven County (13251),Female,0,,
GA: Screven County (13251),Total,0,,
GA: Seminole County (13253),Male,0,,
GA: Seminole County (13253),Female,0,,
GA: Seminole County (13253),Total,0,,
GA: Spalding County (13255),Male,0,,
GA: Spalding County (13255),Female,0,,
GA: Spalding County (13255),Total,0,,
GA: Stephens County (13257),Male,0,,
GA: Stephens County (13257),Female,0,,
GA: Stephens County (13257),Total,0,,
GA: Stewart County (13259),Male,0,,
GA: Stewart County (13259),Female,0,,
GA: Stewart County (13259),Total,0,,
GA: Sumter County (13261),Male,0,,
GA: Sumter County (13261),Female,0,,
GA: Sumter County (13261),Total,0,,
GA: Talbot County (13263),Male,0,,
GA: Talbot County (13263),Female,0,,
GA: Talbot County (13263),Total,0,,
GA: Taliaferro County (13265),Male,0,,
GA: Taliaferro County (13265),Female,0,,
GA: Taliaferro County (13265),Total,0,,
GA: Tattnall County (13267),Male,0,,
GA: Tattnall County (13267),Female,0,,
GA: Tattnall County (13267),Total,0,,
GA: Taylor County (13269),Male,0,,
GA: Taylor County (13269),Female,0,,
GA: Taylor County (13269),Total,0,,
GA: Telfair County (13271),Male,0,,
GA: Telfair County (13271),Female,0,,
GA: Telfair County (13271),Total,0,,
GA: Terrell County (13273),Male,0,,
GA: Terrell County (13273),Female,0,,
GA: Terrell County (13273),Total,0,,
GA: Thomas County (13275),Male,0,,
GA: Thomas County (13275),Female,0,,
GA: Thomas County (13275),Total,0,,
GA: Tift County (13277),Male,0,,
GA: Tift County (13277),Female,0,,
GA: Tift County (13277),Total,0,,
GA: Toombs County (13279),Male,0,,
GA: Toombs County (13279),Female,0,,
GA: Toombs County (13279),Total,0,,
GA: Towns County (13281),Male,0,,
GA: Towns County (13281),Female,0,,
GA: Towns County (13281),Total,0,,
GA: Treutlen County (13283),Male,0,,
GA: Treutlen County (13283),Female,0,,
GA: Treutlen County (13283),Total,0,,
GA: Troup County (13285),Male,0,,
GA: Troup County (13285),Female,0,,
GA: Troup County (13285),Total,0,,
GA: Turner County (13287),Male,0,,
GA: Turner County (13287),Female,0,,
GA: Turner County (13287),Total,0,,
GA: Twiggs County (13289),Male,0,,
GA: Twiggs County (13289),Female,0,,
GA: Twiggs County (13289),Total,0,,
GA: Union County (13291),Male,0,,
GA: Union County (13291),Female,0,,
GA: Union County (13291),Total,0,,
GA: Upson County (13293),Male,0,,
GA: Upson County (13293),Female,0,,
GA: Upson County (13293),Total,0,,
GA: Walker County (13295),Male,0,,
GA: Walker County (13295),Female,0,,
GA: Walker County (13295),Total,0,,
GA: Walton County (13297),Male,0,,
GA: Walton County (13297),Female,0,,
GA: Walton County (13297),Total,0,,
GA: Ware County (13299),Male,0,,
GA: Ware County (13299),Female,0,,
GA: Ware County (13299),Total,0,,
GA: Warren County (13301),Male,0,,
GA: Warren County (13301),Female,0,,
GA: Warren County (13301),Total,0,,
GA: Washington County (13303),Male,0,,
GA: Washington County (13303),Female,0,,
GA: Washington County (13303),Total,0,,
GA: Wayne County (13305),Male,0,,
GA: Wayne County (13305),Female,0,,
GA: Wayne County (13305),Total,0,,
GA: Webster County (13307),Male,0,,
GA: Webster County (13307),Female,0,,
GA: Webster County (13307),Total,0,,
GA: Wheeler County (13309),Male,0,,
GA: Wheeler County (13309),Female,0,,
GA: Wheeler County (13309),Total,0,,
GA: White County (13311),Male,0,,
GA: White County (13311),Female,0,,
GA: White County (13311),Total,0,,
GA: Whitfield County (13313),Male,0,,
GA: Whitfield County (13313),Female,0,,
GA: Whitfield County (13313),Total,0,,
GA: Wilcox County (13315),Male,0,,
GA: Wilcox County (13315),Female,0,,
GA: Wilcox County (13315),Total,0,,
GA: Wilkes County (13317),Male,0,,
GA: Wilkes County (13317),Female,0,,
GA: Wilkes County (13317),Total,0,,
GA: Wilkinson County (13319),Male,0,,
GA: Wilkinson County (13319),Female,0,,
GA: Wilkinson County (13319),Total,0,,
GA: Worth County (13321),Male,0,,
GA: Worth County (13321),Female,0,,
GA: Worth County (13321),Total,0,,
Hawaii,Male,0,,
Hawaii,Female,0,,
Hawaii,Total,0,,
HI: Hawaii County (15001) - 2000+,Male,0,,
HI: Hawaii County (15001) - 2000+,Female,0,,
HI: Hawaii County (15001) - 2000+,Total,0,,
HI: Honolulu County (15003) - 2000+,Male,0,,
HI: Honolulu County (15003) - 2000+,Female,0,,
HI: Honolulu County (15003) - 2000+,Total,0,,
HI: Kalawao County (15005) - 2000+,Male,0,,
HI: Kalawao County (15005) - 2000+,Female,0,,
HI: Kalawao County (15005) - 2000+,Total,0,,
HI: Kauai County (15007) - 2000+,Male,0,,
HI: Kauai County (15007) - 2000+,Female,0,,
HI: Kauai County (15007) - 2000+,Total,0,,
HI: Maui County (15009) - 2000+,Male,0,,
HI: Maui County (15009) - 2000+,Female,0,,
HI: Maui County (15009) - 2000+,Total,0,,
HI: Hawaii (15900) - 1969-1999,Male,0,,
HI: Hawaii (15900) - 1969-1999,Female,0,,
HI: Hawaii (15900) - 1969-1999,Total,0,,
Idaho,Male,0,,
Idaho,Female,0,,
Idaho,Total,0,,
ID: Ada County (16001),Male,0,,
ID: Ada County (16001),Female,0,,
ID: Ada County (16001),Total,0,,
ID: Adams County (16003),Male,0,,
ID: Adams County (16003),Female,0,,
ID: Adams County (16003),Total,0,,
ID: Bannock County (16005),Male,0,,
ID: Bannock County (16005),Female,0,,
ID: Bannock County (16005),Total,0,,
ID: Bear Lake County (16007),Male,0,,
ID: Bear Lake County (16007),Female,0,,
ID: Bear Lake County (16007),Total,0,,
ID: Benewah County (16009),Male,0,,
ID: Benewah County (16009),Female,0,,
ID: Benewah County (16009),Total,0,,
ID: Bingham County (16011),Male,0,,
ID: Bingham County (16011),Female,0,,
ID: Bingham County (16011),Total,0,,
ID: Blaine County (16013),Male,0,,
ID: Blaine County (16013),Female,0,,
ID: Blaine County (16013),Total,0,,
ID: Boise County (16015),Male,0,,
ID: Boise County (16015),Female,0,,
ID: Boise County (16015),Total,0,,
ID: Bonner County (16017),Male,0,,
ID: Bonner County (16017),Female,0,,
ID: Bonner County (16017),Total,0,,
ID: Bonneville County (16019),Male,0,,
ID: Bonneville County (16019),Female,0,,
ID: Bonneville County (16019),Total,0,,
ID: Boundary County (16021),Male,0,,
ID: Boundary County (16021),Female,0,,
ID: Boundary County (16021),Total,0,,
ID: Butte County (16023),Male,0,,
ID: Butte County (16023),Female,0,,
ID: Butte County (16023),Total,0,,
ID: Camas County (16025),Male,0,,
ID: Camas County (16025),Female,0,,
ID: Camas County (16025),Total,0,,
ID: Canyon County (16027),Male,0,,
ID: Canyon County (16027),Female,0,,
ID: Canyon County (16027),Total,0,,
ID: Caribou County (16029),Male,0,,
ID: Caribou County (16029),Female,0,,
ID: Caribou County (16029),Total,0,,
ID: Cassia County (16031),Male,0,,
ID: Cassia County (16031),Female,0,,
ID: Cassia County (16031),Total,0,,
ID: Clark County (16033),Male,0,,
ID: Clark County (16033),Female,0,,
ID: Clark County (16033),Total,0,,
ID: Clearwater County (16035),Male,0,,
ID: Clearwater County (16035),Female,0,,
ID: Clearwater County (16035),Total,0,,
ID: Custer County (16037),Male,0,,
ID: Custer County (16037),Female,0,,
ID: Custer County (16037),Total,0,,
ID: Elmore County (16039),Male,0,,
ID: Elmore County (16039),Female,0,,
ID: Elmore County (16039),Total,0,,
ID: Franklin County (16041),Male,0,,
ID: Franklin County (16041),Female,0,,
ID: Franklin County (16041),Total,0,,
ID: Fremont County (16043),Male,0,,
ID: Fremont County (16043),Female,0,,
ID: Fremont County (16043),Total,0,,
ID: Gem County (16045),Male,0,,
ID: Gem County (16045),Female,0,,
ID: Gem County (16045),Total,0,,
ID: Gooding County (16047),Male,0,,
ID: Gooding County (16047),Female,0,,
ID: Gooding County (16047),Total,0,,
ID: Idaho County (16049),Male,0,,
ID: Idaho County (16049),Female,0,,
ID: Idaho County (16049),Total,0,,
ID: Jefferson County (16051),Male,0,,
ID: Jefferson County (16051),Female,0,,
ID: Jefferson County (16051),Total,0,,
ID: Jerome County (16053),Male,0,,
ID: Jerome County (16053),Female,0,,
ID: Jerome County (16053),Total,0,,
ID: Kootenai County (16055),Male,0,,
ID: Kootenai County (16055),Female,0,,
ID: Kootenai County (16055),Total,0,,
ID: Latah County (16057),Male,0,,
ID: Latah County (16057),Female,0,,
ID: Latah County (16057),Total,0,,
ID: Lemhi County (16059),Male,0,,
ID: Lemhi County (16059),Female,0,,
ID: Lemhi County (16059),Total,0,,
ID: Lewis County (16061),Male,0,,
ID: Lewis County (16061),Female,0,,
ID: Lewis County (16061),Total,0,,
ID: Lincoln County (16063),Male,0,,
ID: Lincoln County (16063),Female,0,,
ID: Lincoln County (16063),Total,0,,
ID: Madison County (16065),Male,0,,
ID: Madison County (16065),Female,0,,
ID: Madison County (16065),Total,0,,
ID: Minidoka County (16067),Male,0,,
ID: Minidoka County (16067),Female,0,,
ID: Minidoka County (16067),Total,0,,
ID: Nez Perce County (16069),Male,0,,
ID: Nez Perce County (16069),Female,0,,
ID: Nez Perce County (16069),Total,0,,
ID: Oneida County (16071),Male,0,,
ID: Oneida County (16071),Female,0,,
ID: Oneida County (16071),Total,0,,
ID: Owyhee County (16073),Male,0,,
ID: Owyhee County (16073),Female,0,,
ID: Owyhee County (16073),Total,0,,
ID: Payette County (16075),Male,0,,
ID: Payette County (16075),Female,0,,
ID: Payette County (16075),Total,0,,
ID: Power County (16077),Male,0,,
ID: Power County (16077),Female,0,,
ID: Power County (16077),Total,0,,
ID: Shoshone County (16079),Male,0,,
ID: Shoshone County (16079),Female,0,,
ID: Shoshone County (16079),Total,0,,
ID: Teton County (16081),Male,0,,
ID: Teton County (16081),Female,0,,
ID: Teton County (16081),Total,0,,
ID: Twin Falls County (16083),Male,0,,
ID: Twin Falls County (16083),Female,0,,
ID: Twin Falls County (16083),Total,0,,
ID: Valley County (16085),Male,0,,
ID: Valley County (16085),Female,0,,
ID: Valley County (16085),Total,0,,
ID: Washington County (16087),Male,0,,
ID: Washington County (16087),Female,0,,
ID: Washington County (16087),Total,0,,
Illinois,Male,0,,
Illinois,Female,0,,
Illinois,Total,0,,
IL: Adams County (17001),Male,0,,
IL: Adams County (17001),Female,0,,
IL: Adams County (17001),Total,0,,
IL: Alexander County (17003),Male,0,,
IL: Alexander County (17003),Female,0,,
IL: Alexander County (17003),Total,0,,
IL: Bond County (17005),Male,0,,
IL: Bond County (17005),Female,0,,
IL: Bond County (17005),Total,0,,
IL: Boone County (17007),Male,0,,
IL: Boone County (17007),Female,0,,
IL: Boone County (17007),Total,0,,
IL: Brown County (17009),Male,0,,
IL: Brown County (17009),Female,0,,
IL: Brown County (17009),Total,0,,
IL: Bureau County (17011),Male,0,,
IL: Bureau County (17011),Female,0,,
IL: Bureau County (17011),Total,0,,
IL: Calhoun County (17013),Male,0,,
IL: Calhoun County (17013),Female,0,,
IL: Calhoun County (17013),Total,0,,
IL: Carroll County (17015),Male,0,,
IL: Carroll County (17015),Female,0,,
IL: Carroll County (17015),Total,0,,
IL: Cass County (17017),Male,0,,
IL: Cass County (17017),Female,0,,
IL: Cass County (17017),Total,0,,
IL: Champaign County (17019),Male,0,,
IL: Champaign County (17019),Female,0,,
IL: Champaign County (17019),Total,0,,
IL: Christian County (17021),Male,0,,
IL: Christian County (17021),Female,0,,
IL: Christian County (17021),Total,0,,
IL: Clark County (17023),Male,0,,
IL: Clark County (17023),Female,0,,
IL: Clark County (17023),Total,0,,
IL: Clay County (17025),Male,0,,
IL: Clay County (17025),Female,0,,
IL: Clay County (17025),Total,0,,
IL: Clinton County (17027),Male,0,,
IL: Clinton County (17027),Female,0,,
IL: Clinton County (17027),Total,0,,
IL: Coles County (17029),Male,0,,
IL: Coles County (17029),Female,0,,
IL: Coles County (17029),Total,0,,
IL: Cook County (17031),Male,0,,
IL: Cook County (17031),Female,0,,
IL: Cook County (17031),Total,0,,
IL: Crawford County (17033),Male,0,,
IL: Crawford County (17033),Female,0,,
IL: Crawford County (17033),Total,0,,
IL: Cumberland County (17035),Male,0,,
IL: Cumberland County (17035),Female,0,,
IL: Cumberland County (17035),Total,0,,
IL: DeKalb County (17037),Male,0,,
IL: DeKalb County (17037),Female,0,,
IL: DeKalb County (17037),Total,0,,
IL: De Witt County (17039),Male,0,,
IL: De Witt County (17039),Female,0,,
IL: De Witt County (17039),Total,0,,
IL: Douglas County (17041),Male,0,,
IL: Douglas County (17041),Female,0,,
IL: Douglas County (17041),Total,0,,
IL: DuPage County (17043),Male,0,,
IL: DuPage County (17043),Female,0,,
IL: DuPage County (17043),Total,0,,
IL: Edgar County (17045),Male,0,,
IL: Edgar County (17045),Female,0,,
IL: Edgar County (17045),Total,0,,
IL: Edwards County (17047),Male,0,,
IL: Edwards County (17047),Female,0,,
IL: Edwards County (17047),Total,0,,
IL: Effingham County (17049),Male,0,,
IL: Effingham County (17049),Female,0,,
IL: Effingham County (17049),Total,0,,
IL: Fayette County (17051),Male,0,,
IL: Fayette County (17051),Female,0,,
IL: Fayette County (17051),Total,0,,
IL: Ford County (17053),Male,0,,
IL: Ford County (17053),Female,0,,
IL: Ford County (17053),Total,0,,
IL: Franklin County (17055),Male,0,,
IL: Franklin County (17055),Female,0,,
IL: Franklin County (17055),Total,0,,
IL: Fulton County (17057),Male,0,,
IL: Fulton County (17057),Female,0,,
IL: Fulton County (17057),Total,0,,
IL: Gallatin County (17059),Male,0,,
IL: Gallatin County (17059),Female,0,,
IL: Gallatin County (17059),Total,0,,
IL: Greene County (17061),Male,0,,
IL: Greene County (17061),Female,0,,
IL: Greene County (17061),Total,0,,
IL: Grundy County (17063),Male,0,,
IL: Grundy County (17063),Female,0,,
IL: Grundy County (17063),Total,0,,
IL: Hamilton County (17065),Male,0,,
IL: Hamilton County (17065),Female,0,,
IL: Hamilton County (17065),Total,0,,
IL: Hancock County (17067),Male,0,,
IL: Hancock County (17067),Female,0,,
IL: Hancock County (17067),Total,0,,
IL: Hardin County (17069),Male,0,,
IL: Hardin County (17069),Female,0,,
IL: Hardin County (17069),Total,0,,
IL: Henderson County (17071),Male,0,,
IL: Henderson County (17071),Female,0,,
IL: Henderson County (17071),Total,0,,
IL: Henry County (17073),Male,0,,
IL: Henry County (17073),Female,0,,
IL: Henry County (17073),Total,0,,
IL: Iroquois County (17075),Male,0,,
IL: Iroquois County (17075),Female,0,,
IL: Iroquois County (17075),Total,0,,
IL: Jackson County (17077),Male,0,,
IL: Jackson County (17077),Female,0,,
IL: Jackson County (17077),Total,0,,
IL: Jasper County (17079),Male,0,,
IL: Jasper County (17079),Female,0,,
IL: Jasper County (17079),Total,0,,
IL: Jefferson County (17081),Male,0,,
IL: Jefferson County (17081),Female,0,,
IL: Jefferson County (17081),Total,0,,
IL: Jersey County (17083),Male,0,,
IL: Jersey County (17083),Female,0,,
IL: Jersey County (17083),Total,0,,
IL: Jo Daviess County (17085),Male,0,,
IL: Jo Daviess County (17085),Female,0,,
IL: Jo Daviess County (17085),Total,0,,
IL: Johnson County (17087),Male,0,,
IL: Johnson County (17087),Female,0,,
IL: Johnson County (17087),Total,0,,
IL: Kane County (17089),Male,0,,
IL: Kane County (17089),Female,0,,
IL: Kane County (17089),Total,0,,
IL: Kankakee County (17091),Male,0,,
IL: Kankakee County (17091),Female,0,,
IL: Kankakee County (17091),Total,0,,
IL: Kendall County (17093),Male,0,,
IL: Kendall County (17093),Female,0,,
IL: Kendall County (17093),Total,0,,
IL: Knox County (17095),Male,0,,
IL: Knox County (17095),Female,0,,
IL: Knox County (17095),Total,0,,
IL: Lake County (17097),Male,0,,
IL: Lake County (17097),Female,0,,
IL: Lake County (17097),Total,0,,
IL: La Salle County (17099),Male,0,,
IL: La Salle County (17099),Female,0,,
IL: La Salle County (17099),Total,0,,
IL: Lawrence County (17101),Male,0,,
IL: Lawrence County (17101),Female,0,,
IL: Lawrence County (17101),Total,0,,
IL: Lee County (17103),Male,0,,
IL: Lee County (17103),Female,0,,
IL: Lee County (17103),Total,0,,
IL: Livingston County (17105),Male,0,,
IL: Livingston County (17105),Female,0,,
IL: Livingston County (17105),Total,0,,
IL: Logan County (17107),Male,0,,
IL: Logan County (17107),Female,0,,
IL: Logan County (17107),Total,0,,
IL: McDonough County (17109),Male,0,,
IL: McDonough County (17109),Female,0,,
IL: McDonough County (17109),Total,0,,
IL: McHenry County (17111),Male,0,,
IL: McHenry County (17111),Female,0,,
IL: McHenry County (17111),Total,0,,
IL: McLean County (17113),Male,0,,
IL: McLean County (17113),Female,0,,
IL: McLean County (17113),Total,0,,
IL: Macon County (17115),Male,0,,
IL: Macon County (17115),Female,0,,
IL: Macon County (17115),Total,0,,
IL: Macoupin County (17117),Male,0,,
IL: Macoupin County (17117),Female,0,,
IL: Macoupin County (17117),Total,0,,
IL: Madison County (17119),Male,0,,
IL: Madison County (17119),Female,0,,
IL: Madison County (17119),Total,0,,
IL: Marion County (17121),Male,0,,
IL: Marion County (17121),Female,0,,
IL: Marion County (17121),Total,0,,
IL: Marshall County (17123),Male,0,,
IL: Marshall County (17123),Female,0,,
IL: Marshall County (17123),Total,0,,
IL: Mason County (17125),Male,0,,
IL: Mason County (17125),Female,0,,
IL: Mason County (17125),Total,0,,
IL: Massac County (17127),Male,0,,
IL: Massac County (17127),Female,0,,
IL: Massac County (17127),Total,0,,
IL: Menard County (17129),Male,0,,
IL: Menard County (17129),Female,0,,
IL: Menard County (17129),Total,0,,
IL: Mercer County (17131),Male,0,,
IL: Mercer County (17131),Female,0,,
IL: Mercer County (17131),Total,0,,
IL: Monroe County (17133),Male,0,,
IL: Monroe County (17133),Female,0,,
IL: Monroe County (17133),Total,0,,
IL: Montgomery County (17135),Male,0,,
IL: Montgomery County (17135),Female,0,,
IL: Montgomery County (17135),Total,0,,
IL: Morgan County (17137),Male,0,,
IL: Morgan County (17137),Female,0,,
IL: Morgan County (17137),Total,0,,
IL: Moultrie County (17139),Male,0,,
IL: Moultrie County (17139),Female,0,,
IL: Moultrie County (17139),Total,0,,
IL: Ogle County (17141),Male,0,,
IL: Ogle County (17141),Female,0,,
IL: Ogle County (17141),Total,0,,
IL: Peoria County (17143),Male,0,,
IL: Peoria County (17143),Female,0,,
IL: Peoria County (17143),Total,0,,
IL: Perry County (17145),Male,0,,
IL: Perry County (17145),Female,0,,
IL: Perry County (17145),Total,0,,
IL: Piatt County (17147),Male,0,,
IL: Piatt County (17147),Female,0,,
IL: Piatt County (17147),Total,0,,
IL: Pike County (17149),Male,0,,
IL: Pike County (17149),Female,0,,
IL: Pike County (17149),Total,0,,
IL: Pope County (17151),Male,0,,
IL: Pope County (17151),Female,0,,
IL: Pope County (17151),Total,0,,
IL: Pulaski County (17153),Male,0,,
IL: Pulaski County (17153),Female,0,,
IL: Pulaski County (17153),Total,0,,
IL: Putnam County (17155),Male,0,,
IL: Putnam County (17155),Female,0,,
IL: Putnam County (17155),Total,0,,
IL: Randolph County (17157),Male,0,,
IL: Randolph County (17157),Female,0,,
IL: Randolph County (17157),Total,0,,
IL: Richland County (17159),Male,0,,
IL: Richland County (17159),Female,0,,
IL: Richland County (17159),Total,0,,
IL: Rock Island County (17161),Male,0,,
IL: Rock Island County (17161),Female,0,,
IL: Rock Island County (17161),Total,0,,
IL: St. Clair County (17163),Male,0,,
IL: St. Clair County (17163),Female,0,,
IL: St. Clair County (17163),Total,0,,
IL: Saline County (17165),Male,0,,
IL: Saline County (17165),Female,0,,
IL: Saline County (17165),Total,0,,
IL: Sangamon County (17167),Male,0,,
IL: Sangamon County (17167),Female,0,,
IL: Sangamon County (17167),Total,0,,
IL: Schuyler County (17169),Male,0,,
IL: Schuyler County (17169),Female,0,,
IL: Schuyler County (17169),Total,0,,
IL: Scott County (17171),Male,0,,
IL: Scott County (17171),Female,0,,
IL: Scott County (17171),Total,0,,
IL: Shelby County (17173),Male,0,,
IL: Shelby County (17173),Female,0,,
IL: Shelby County (17173),Total,0,,
IL: Stark County (17175),Male,0,,
IL: Stark County (17175),Female,0,,
IL: Stark County (17175),Total,0,,
IL: Stephenson County (17177),Male,0,,
IL: Stephenson County (17177),Female,0,,
IL: Stephenson County (17177),Total,0,,
IL: Tazewell County (17179),Male,0,,
IL: Tazewell County (17179),Female,0,,
IL: Tazewell County (17179),Total,0,,
IL: Union County (17181),Male,0,,
IL: Union County (17181),Female,0,,
IL: Union County (17181),Total,0,,
IL: Vermilion County (17183),Male,0,,
IL: Vermilion County (17183),Female,0,,
IL: Vermilion County (17183),Total,0,,
IL: Wabash County (17185),Male,0,,
IL: Wabash County (17185),Female,0,,
IL: Wabash County (17185),Total,0,,
IL: Warren County (17187),Male,0,,
IL: Warren County (17187),Female,0,,
IL: Warren County (17187),Total,0,,
IL: Washington County (17189),Male,0,,
IL: Washington County (17189),Female,0,,
IL: Washington County (17189),Total,0,,
IL: Wayne County (17191),Male,0,,
IL: Wayne County (17191),Female,0,,
IL: Wayne County (17191),Total,0,,
IL: White County (17193),Male,0,,
IL: White County (17193),Female,0,,
IL: White County (17193),Total,0,,
IL: Whiteside County (17195),Male,0,,
IL: Whiteside County (17195),Female,0,,
IL: Whiteside County (17195),Total,0,,
IL: Will County (17197),Male,0,,
IL: Will County (17197),Female,0,,
IL: Will County (17197),Total,0,,
IL: Williamson County (17199),Male,0,,
IL: Williamson County (17199),Female,0,,
IL: Williamson County (17199),Total,0,,
IL: Winnebago County (17201),Male,0,,
IL: Winnebago County (17201),Female,0,,
IL: Winnebago County (17201),Total,0,,
